Address,Settlement
Kaposvár Petőfi tér,Kaposvár
Sopron Baross út 3.,Sopron
Buják Bem József utca 3.,Buj
5. kerület Falk Miksa utca 7.,5. kerület
2. kerület Margit körút 1.,2. kerület
Herceghalom Sándor udvar,Herceghalom
15. kerület Vasgolyó utca,15. kerület
Zamárdi Rózsa utca,Zamárdi
Martfű Szolnoki út 87.,Martfű
Dunaújváros Vörösmarty Mihály utca,Dunaújváros
Pilisvörösvár Klapka utca,Pilisvörösvár
Győr Major utca,Győr
Kishartyán Dózsa út 8.,Kishartyán
Százhalombatta Kodály Zoltán sétány,Százhalombatta
Miskolc Arany János tér 1.,Miskolc
Ócsa Pest megye,Ócsa
Ózd Borsod-Abaúj-Zemplén megye,Ózd
10. kerület Kada köz,10. kerület
Tokod Vájár utca,Tokod
Kaposvár Kaposi Mór utca,Kaposvár
Nyergesújfalu Idom utca,Nyergesújfalu
Székesfehérvár Campus Sétány,Székesfehérvár
Kecskemét Akácfa utca,Kecskemét
13. kerület Reitter Ferenc utca 106.,13. kerület
Veszprém Szérűskert utca,Veszprém
16. kerület Egyenes utca,16. kerület
6. kerület Andrássy út 53.,6. kerület
13. kerület Vizafogó utca,13. kerület
14. kerület Handzsár utca,14. kerület
Debrecen Varga utca 45.,Debrecen
Sopron Mátyás király utca,Sopron
Bazsi Petőfi utca 43.,Bazsi
Pécs Zsolnaynegyed,Pécs
4. kerület Julianus ház,4. kerület
Szombathely Juhász Gyula utca 9.,Szombathely
12. kerület Határőr út 21/B,12. kerület
9. kerület Mester utca 15.,9. kerület
Eger Klapka György utca,Eger
Mátranovák Nógrád megye,Mátranovák
Kaposvár Irányi Dániel utca 5.,Kaposvár
Pécel Maglódi út,Pécel
20. kerület Helsinki út 10.,20. kerület
13. kerület Kárpát utca 35.,13. kerület
Győr Hédervári út,Győr
Dunaújváros Derkovits utca,Dunaújváros
22. kerület Gyümölcs utca,22. kerület
Pécs Zsolnay Vilmos utca,Pécs
Hévíz Kölcsey Ferenc utca,Hévíz
Kecskemét Zászló utca,Kecskemét
Szeged Agyagos utca,Szeged
Szeged Szentháromság utca 75.,Szeged
16. kerület Szent Imre utca,16. kerület
Eger Pásztorvölgy utca,Eger
Balatonfűzfő Rákóczi utca,Balatonfűzfő
Szerencs Rákóczi út,Szerencs
Bagamér Kinizsi utca 5.,Bagamér
Balatonalmádi Veszprémi út,Balatonalmádi
Eger Pásztorvölgy utca 20.,Eger
Tök Fő utca 25.,Tök
Siófok Vámház utca 4b,Siófok
Miskolc Bocskai István utca 1/B,Miskolc
6. kerület Nagymező utca 37-39,6. kerület
Szeged Baktó,Szeged
Budakeszi Fő utca 154.,Budakeszi
Győr Új élet út,Győr
Pécs Aranyhegy,Pécs
Kecskemét Küküllő utca,Kecskemét
14. kerület Zsigárd utca,14. kerület
Dunakeszi Pejachevich Albert utca,Dunakeszi
Dunakeszi Szent László utca 3.,Dunakeszi
Szekszárd Hunyadi utca 10.,Szekszárd
1. kerület Bérc utca 12.,1. kerület
Győr Nagyhegy,Győr
Csongrád Fő utca,Csongrád
13. kerület Szent László út 102.,13. kerület
7. kerület Wesselényi utca 56.,7. kerület
18. kerület Csörgőfa utca 2.,18. kerület
Kőszeg Rohonci utca 42.,Kőszeg
Debrecen Fényes udvar 10.,Debrecen
Oroszlány Bánki Donát utca,Oroszlány
Gödöllő Alvég,Gödöllő
Tata Bacsó Béla utca,Tata
Szeged Földváry utca,Szeged
7. kerület Thököly út 30.,7. kerület
Salgótarján Alagút utca,Salgótarján
Szeged Egyetem utca,Szeged
Ócsárd Kossuth utca 45.,Ócsárd
Püspökladány Honvéd utca 3-5,Püspökladány
Kaposvár Teleki utca 13.,Kaposvár
Szombathely Széll Kálmán utca 22.,Szombathely
18. kerület Halomi út 63-65,18. kerület
Barcs Bajcsy-Zsilinszky utca 25.,Barcs
Salgótarján Dobó Katica út,Salgótarján
Kiskunmajsa Zrínyi Miklós utca 19.,Kiskunmajsa
Solymár Váci Mihály utca 12.,Solymár
11. kerület Hosszúréti utca 25.,11. kerület
Debrecen Hajdú köz 5.,Debrecen
Lajosmizse Dózsa György út,Lajosmizse
Balatonalmádi Rákóczi Ferenc utca 37.,Balatonalmádi
4. kerület Árpád út 155.,4. kerület
Nagyhuta Petőfi Sándor utca 14/a,Nagyhuta
Maglód Lövéte utca,Maglód
Sárospatak Kinizsi Pál utca,Sárospatak
Keszthely Vak Bottyán utca,Keszthely
Nyíregyháza Kiss Ernő utca 30/A,Nyíregyháza
Véménd Alkotmány utca 13.,Véménd
Kóny Győr-Moson-Sopron megye,Kóny
13. kerület Lőportár utca 20/B,13. kerület
3. kerület Sarkadi Imre utca 8.,3. kerület
20. kerület Teremszeg utca,20. kerület
Kővágószőlős Baranya megye,Kővágószőlős
Miskolc Szentpéteri kapu 70.,Miskolc
21. kerület Jupiter utca,21. kerület
Szigetszentmárton Május 1. utca 7.,Szigetszentmárton
Nyíregyháza Búza tér 7.,Nyíregyháza
Szigetszentmiklós Ifjúság útja 2.,Szigetszentmiklós
Tatabánya Szende Lajos utca 6.,Tatabánya
Celldömölk Kodály Zoltán utca 2.,Celldömölk
Békéscsaba Wlassics sétány,Békéscsaba
Kalocsa Ecetgyár utca 35.,Kalocsa
Szigethalom Fogoly utca,Szigethalom
Nagykáta Pest megye,Nagykáta
Szentendre Méhész utca,Szentendre
Balassagyarmat Kossuth Lajos utca 68.,Balassagyarmat
Győr Bercsényi liget 35.,Győr
Harkány Liszt Ferenc tér,Harkány
Kőszeg Gyöngyös utca,Kőszeg
Pápa Gyimóti út,Pápa
3. kerület Bécsi út 223.,3. kerület
Mezőkövesd Móra Ferenc utca,Mezőkövesd
Cegléd Kertész utca 19.,Cegléd
5. kerület Múzeum körút 2.,5. kerület
8. kerület József körút 33.,8. kerület
20. kerület Dobos utca,20. kerület
Nyíregyháza Arany János utca 34.,Nyíregyháza
Debrecen Gyimes utca,Debrecen
7. kerület Péterfy Sándor utca 51.,7. kerület
Debrecen József Attila-telep,Debrecen
Nyíregyháza Etel köz,Nyíregyháza
Debrecen Bem tér 10/A,Debrecen
Szabadszállás Mátyás király tér 4.,Szabadszállás
Mezőkövesd Móra Ferenc utca 3.,Mezőkövesd
14. kerület Almádi utca,14. kerület
14. kerület Törökőr – Pillangó utcai lakótelep,14. kerület
Gyula Rulikowski utca 17.,Gyula
Dunakeszi Mansfeld Péter utca 10.,Dunakeszi
6. kerület Székely Bertalan utca 5.,6. kerület
Salgótarján Bem utca 10.,Salgótarján
14. kerület Laky Adolf utca 60.,14. kerület
7. kerület Dohány utca 22.,7. kerület
Balatonboglár Nefelejcs utca,Balatonboglár
Ajka Kandó Kálmán lakótelep,Ajka
Szeged Kiss Ernő utca,Szeged
Gyomaendrőd Bajcsy-Zsilinszky út 61.,Gyomaendrőd
1. kerület Várkert rakpart 4.,1. kerület
Lábatlan Cementgyári lakótelep,Lábatlan
9. kerület Ferenc körút 5.,9. kerület
Pécs Pákolitz István utca 17.,Pécs
Dunakeszi Károlyi utca,Dunakeszi
12. kerület Csiga út,12. kerület
Csengőd Jókai Mór utca 13.,Csengőd
Orfű Kalaphegyi út,Orfű
18. kerület Kiss Ernő utca,18. kerület
Szentlőrinc Kodolányi János utca 15/B,Szentlőrinc
Gyenesdiás Tanácsház utca 41.,Gyenesdiás
Szigetszentmiklós Bajcsy-Zsilinszky utca 20.,Szigetszentmiklós
Mezőtúr Szabadság tér 16.,Mezőtúr
2. kerület Völgy utca 4/D,2. kerület
Héhalom Petőfi út 23.,Héhalom
7. kerület Rákóczi út 12.,7. kerület
6. kerület Király utca 14.,6. kerület
Kőszeg Várkör,Kőszeg
Kőszeg Kelcz Adelffy utca,Kőszeg
Csömör Széchenyi utca,Csömör
13. kerület Hegedűs Gyula utca 15.,13. kerület
22. kerület Tenkes utca 8/B,22. kerület
2. kerület Lajos utca,2. kerület
7. kerület Rákóczi út 6.,7. kerület
Győr Csanakfalu,Győr
8. kerület Kisfaludy utca,8. kerület
Jászberény Belváros,Jászberény
11. kerület Hunyadi Mátyás út,11. kerület
Miskolc Gesztenyés utca 1.,Miskolc
18. kerület Királyhágó utca 81.,18. kerület
Tata Thury György utca,Tata
Kaposvár Madár utca,Kaposvár
Szeged Kolozsvári tér,Szeged
14. kerület Fogarasi út 110.,14. kerület
5. kerület Haris köz 5.,5. kerület
Oroszlány Rákóczi Ferenc út 23.,Oroszlány
Derecske Piac utca,Derecske
6. kerület Bajnok utca 32.,6. kerület
6. kerület Paulay Ede utca 3.,6. kerület
Szigetszentmárton Dózsa György utca 1.,Szigetszentmárton
3. kerület Óbor utca,3. kerület
Bazsi Petőfi utca 3.,Bazsi
6. kerület Király utca 112.,6. kerület
Érd Teréz utca,Érd
Kiskőrös Bács-Kiskun megye,Kiskőrös
11. kerület Bükköny utca,11. kerület
Győr Árpád út 55.,Győr
Kaposvár Mező utca 15.,Kaposvár
14. kerület Gvadányi utca 15.,14. kerület
17. kerület Madárdomb,17. kerület
Tapolca Fő tér,Tapolca
Vitnyéd Fő utca 63 sz.,Vitnyéd
13. kerület Népfürdő utca 21/b,13. kerület
11. kerület Otthon utca 37.,11. kerület
11. kerület Naprózsa utca,11. kerület
12. kerület Borbála lépcső,12. kerület
Dunaújváros Eszperantó út,Dunaújváros
Üröm Ezüsthegy,Üröm
Erdőkertes Tölgyfa utca,Erdőkertes
Szigetszentmiklós Illyés Gyula park 1.,Szigetszentmiklós
Albertirsa Homokrész II.,Albertirsa
6. kerület Felső erdősor 12.,6. kerület
Etyek Patak utca,Etyek
Baja Ybl sétány,Baja
2. kerület Alsó Törökvész út 6.,2. kerület
9. kerület Epreserdő utca 32.,9. kerület
8. kerület Baross utca 75.,8. kerület
14. kerület Amerikai út 51.,14. kerület
14. kerület Nagy Lajos király útja 214.,14. kerület
Szombathely Kórház köz,Szombathely
Pécs Páfrány utca 43.,Pécs
Debrecen Piac utca 16.,Debrecen
9. kerület Haller utca 8.,9. kerület
Sümeg Dr. Lukonich Gábor utca 27.,Sümeg
Pécs Ágoston tér,Pécs
Zamárdi Keszeg utca 20.,Zamárdi
Zamárdi Keszeg utca,Zamárdi
21. kerület Ady Endre út 13-15,21. kerület
5. kerület Múzeum körút 3.,5. kerület
Dunakeszi Kiserdő utca 1/A,Dunakeszi
Ajka Tölgyfa utca 1.,Ajka
15. kerület Csokonai utca,15. kerület
Szombathely Perintparti sétány,Szombathely
Kiskunhalas Szent Imre utca 4.,Kiskunhalas
Hajdúböszörmény Árpád utca,Hajdúböszörmény
Nagyatád Gyár utca,Nagyatád
Makó Vásárhelyi utca,Makó
11. kerület nincs megadva,11. kerület
Barcs Bajcsy-Zsilinszky utca 43.,Barcs
Szombathely Stromfeld-lakótelep,Szombathely
Dabas Szintes utca,Dabas
Kecskemét Klapka utca 12.,Kecskemét
Türje Dózsa utca 1.,Türje
2. kerület Vadrózsa utca,2. kerület
11. kerület Mikes Kelemen utca 16.,11. kerület
Derecske Piac utca 11.,Derecske
Aszód Kossuth Lajos utca 73.,Aszód
9. kerület Pöttyös utca 9.,9. kerület
Gyöngyös Farkas Tamás utca,Gyöngyös
Kecskemét Mátyás király körút,Kecskemét
21. kerület Völgy utca 19.,21. kerület
8. kerület Bacsó Béla utca 16.,8. kerület
15. kerület Szilas park 5.,15. kerület
Dunaújváros Bocskai István utca 1/b,Dunaújváros
Pécs Vilmos utca 6.,Pécs
Visegrád Rákóczi utca 2/C,Visegrád
7. kerület Péterfy Sándor utca 7.,7. kerület
Miskolc Dóczy József utca 2/A,Miskolc
Győr Pozsonyi út,Győr
6. kerület Zichy Jenő utca 30.,6. kerület
Szeged Egressy Béni utca 47.,Szeged
Szentgotthárd Széchenyi út 11.,Szentgotthárd
Bátonyterenye Liget út,Bátonyterenye
10. kerület Gyakorló utca 8.,10. kerület
Sajószentpéter Belváros,Sajószentpéter
Miskolc Szentpéteri kapu 89.,Miskolc
Dunaharaszti Arany János utca 54.,Dunaharaszti
Nagykanizsa Kazanlak körút 14.,Nagykanizsa
Putnok Bem József tér 15.,Putnok
Hajdúhadház Görgey utca 19.,Hajdúhadház
Pécs Damjanich utca,Pécs
Debrecen Diófa utca 8.,Debrecen
Hajdúhadház Görgey utca,Hajdúhadház
6. kerület Weiner Leó utca 3.,6. kerület
16. kerület Körvasút sor 40.,16. kerület
Miskolc Régiposta utca,Miskolc
Szeged Jósika utca 40.,Szeged
14. kerület Mimóza utca 16.,14. kerület
11. kerület Etele út 28.,11. kerület
Komló Kossuth Lajos utca,Komló
Szolnok Mészáros Lőrinc utca,Szolnok
13. kerület Mohács utca 10.,13. kerület
Hévíz Petőfi Sándor utca 7.,Hévíz
Hódmezővásárhely Éva utca 5.,Hódmezővásárhely
Pécs Kénes út 4.,Pécs
Kazincbarcika Borsod-Abaúj-Zemplén megye,Kazincbarcika
Vecsés Halmitelep,Vecsés
Kunszentmárton Köztársaság tér,Kunszentmárton
Miskolc Miklós utca 2.,Miskolc
Devecser Klapka utca 22.,Devecser
Szerencs Belváros,Szerencs
Keszthely Malom utca,Keszthely
Komló Petőfi utca,Komló
11. kerület Frankhegy utca,11. kerület
Jánoshalma Révész utca 5.,Jánoshalma
2. kerület Szilágyi Erzsébet fasor 85.,2. kerület
Komló Vértanúk utca 24.,Komló
Szeged Bercsényi utca,Szeged
Debrecen Csók utca,Debrecen
Veszprém Vilonyai utca,Veszprém
9. kerület Drégely utca 6-8.,9. kerület
3. kerület Péterhegyi dűlő,3. kerület
Komló Dózsa György utca,Komló
Kalocsa Széchenyi út 49.,Kalocsa
7. kerület Dózsa György út 14.,7. kerület
8. kerület Tömő utca 48.,8. kerület
12. kerület Hadik András utca,12. kerület
15. kerület Szent Korona útja 11.,15. kerület
Harkány Bartók Béla utca 17.,Harkány
Pécs Zsolt utca 5.,Pécs
Kazincbarcika Egressy Béni út 7.,Kazincbarcika
Nyíregyháza Szegfű utca,Nyíregyháza
Bicske Csákvári út,Bicske
Dunaharaszti Egry József utca,Dunaharaszti
Harkány Szent István utca 80.,Harkány
Alsópáhok Fő utca,Alsópáhok
Szolnok Tompa Mihály utca 27.,Szolnok
Debrecen Böszörményi út 68.,Debrecen
7. kerület István utca 47.,7. kerület
13. kerület Szegedi út 1.,13. kerület
Miskolc Görgey Artúr utca,Miskolc
14. kerület Egressy út 82.,14. kerület
Zomba Zrínyi utca 4.,Zomba
7. kerület Wesselényi utca 13.,7. kerület
Szeged Vértói út,Szeged
3. kerület Vályog utca 7.,3. kerület
Pécs Budai vám,Pécs
Rétság Mikszáth Kálmán utca 10.,Rétság
Dorog Köztársaság út,Dorog
Fonyód Dobó István utca,Fonyód
Karcag Táncsics Mihály körút 13.,Karcag
Gyömrő Bajcsy-Zsilinszky út 2.,Gyömrő
Hosszúhetény Bazsarózsa utca,Hosszúhetény
Budaörs Kossuth Lajos utca 4/b,Budaörs
Szombathely Gyöngyösszőlős,Szombathely
Miskolc Katona József utca 12.,Miskolc
Hajdúnánás Bocskai utca,Hajdúnánás
Balatonlelle Dr. Kiss Károly utca,Balatonlelle
Kozármisleny Jácint utca,Kozármisleny
21. kerület Széchenyi István utca,21. kerület
8. kerület Karácsony Sándor utca 21.,8. kerület
Hajmáskér Jókai Mór lakótelep 8/C,Hajmáskér
11. kerület Köbölkút utca,11. kerület
Lenti Kossuth út 1.,Lenti
13. kerület Lehel utca 36.,13. kerület
Babosdöbréte Kossuth Lajos utca 4.,Babosdöbréte
Veszprémvarsány Rákóczi Ferenc utca 60.,Veszprém
Balassagyarmat Mikszáth Kálmán utca,Balassagyarmat
Szentendre Füzespark lakótelep,Szentendre
9. kerület Lónyay utca 46.,9. kerület
Szolnok Mátyás király út 21.,Szolnok
Kecskemét Bercsényi utca 13.,Kecskemét
Székesfehérvár Halász utca,Székesfehérvár
Nagykanizsa Királyi Pál utca,Nagykanizsa
Kunszentmárton Széchenyi lakótelep H 4.,Kunszentmárton
Ózd Nagy Imre út,Ózd
Dunakeszi Állomás sétány,Dunakeszi
Baja Dózsa György út,Baja
Csákvár Vöröskapu utca 3.,Csákvár
Szekszárd Mérey utca,Szekszárd
Miskolc Aulich Lajos utca 13/B,Miskolc
Komló Mikszáth Kálmán utca,Komló
Ózd Árpád vezér út 5.,Ózd
Békéscsaba Fényesi utca,Békéscsaba
Pásztó Fő utca,Pásztó
Tarcal Ifjúsági lakótelep 18.,Tarcal
Sükösd Dózsa György út,Sükösd
Gyula Belváros,Gyula
Mór Iskola utca,Mór
6. kerület Király utca 98.,6. kerület
Mosonmagyaróvár MOFÉM-telep,Mosonmagyaróvár
Siófok Budai Nagy Antal utca 4.,Siófok
16. kerület Sashalom utca,16. kerület
Miskolc Kis-Hunyad utca 48.,Miskolc
Nagykanizsa Platán sor,Nagykanizsa
Pereszteg Széchenyi utca 10.,Pereszteg
Debrecen Bajcsy-Zsilinszky utca 35-37,Debrecen
9. kerület Aszódi utca,9. kerület
Érd Lőcsei utca,Érd
Szeged Hüvelyk utca,Szeged
Petőfibánya Jókai utca,Petőfibánya
Nagykovácsi Kálváriakert,Nagykovácsi
Siófok Munkácsy Mihály utca,Siófok
Nyíregyháza Szabadság tér,Nyíregyháza
Battonya Molnár C. Pál lakótelep 6/b.,Battonya
Nyíregyháza Ér utca 11.,Nyíregyháza
Hajdúszoboszló Bánomkert,Hajdúszoboszló
2. kerület Csévi utca,2. kerület
Miskolc Benedek Elek utca 2.,Miskolc
9. kerület Üllői út 73.,9. kerület
Kecskemét Rákóczi út 3/1,Kecskemét
Nagyszénás Béke utca 15/b,Nagyszénás
18. kerület Dembinszky utca,18. kerület
19. kerület Háromszék utca,19. kerület
Murakeresztúr Dózsa György út 24.,Murakeresztúr
Visegrád Újtelep,Visegrád
3. kerület Farkastorki út,3. kerület
Kaposvár Tallián Gyula utca,Kaposvár
Szigetszentmiklós Radnóti Miklós utca,Szigetszentmiklós
Szolnok Mártírok útja 2.,Szolnok
11. kerület Bartók Béla út 98-102,11. kerület
Lenti Lehel utca 8/1,Lenti
Eger Gólya utca,Eger
Kistarcsa Fitos Sándor utca,Kistarcsa
Eger Szőlő utca 10.,Eger
Bazsi Hegyi utca 4.,Bazsi
5. kerület Petőfi Sándor utca 3.,5. kerület
7. kerület Dohány utca 96.,7. kerület
14. kerület Huszt utca,14. kerület
Dunaföldvár Hunyadi park 2/A,Dunaföldvár
5. kerület Zoltán utca 12.,5. kerület
Balatonlelle Köztársaság utca 36.,Balatonlelle
Zalaegerszeg Hegyalja utca,Zalaegerszeg
Pécs Farkas István utca,Pécs
Szentes Klauzál utca,Szentes
13. kerület Kis Gömb utca 19.,13. kerület
8. kerület Népszínház utca 47.,8. kerület
2. kerület Endrődi Sándor utca 65.,2. kerület
Pécs Zöldfa utca 30.,Pécs
Gyula Budapest körút 20.,Gyula
Budakalász Mező utca,Budakalász
Keszthely Bercsényi Miklós utca,Keszthely
Dorog Ganz Ábrahám utca 5.,Dorog
Bonyhád Budai Nagy Antal utca,Bonyhád
Pécs Sirály utca,Pécs
Balástya Csongrád megye,Balástya
Szolnok Somogyi Béla utca,Szolnok
Miskolc Árpád út 78.,Miskolc
Téglás Fényes utca,Téglás
Kál Kápolnai út,Kál
15. kerület Arany János utca 94.,15. kerület
Sopron Jégverem 2. I. em. 4.,Sopron
Hévíz Fecske utca 58.,Hévíz
Galgamácsa Panoráma lakótelep 1.,Galgamácsa
16. kerület Corvin utca,16. kerület
Helvécia Matkó,Helvécia
Szeged Fő fasor 72.,Szeged
Csongrád Fő utca 20-24.,Csongrád
Mátészalka Kossuth utca,Mátészalka
Veszprém Stromfeld Aurél utca 2.,Veszprém
Gyula Corvin utca,Gyula
21. kerület Árpád utca 12.,21. kerület
3. kerület Raktár utca 56.,3. kerület
Balatonboglár Viola utca,Balatonboglár
Balatonboglár Margaréta utca,Balatonboglár
Pécs Mécsvirág utca,Pécs
19. kerület Esze Tamás utca,19. kerület
8. kerület Diószegi Sámuel utca 50.,8. kerület
Debrecen Hősök utcája 2.,Debrecen
14. kerület Szabó József utca 14/B,14. kerület
Nagykanizsa Sugár út 13.,Nagykanizsa
5. kerület Kálmán Imre utca 21.,5. kerület
Budakalász Berdódűlő,Budakalász
Veresegyház Fürdő utca,Veresegyház
14. kerület Erzsébet királyné útja 41a,14. kerület
Nagyatád Korányi Sándor utca 4.,Nagyatád
Gödöllő Antalhegyi utca,Gödöllő
Szeged Körömvirág utca,Szeged
13. kerület Ipoly utca 5.,13. kerület
2. kerület Árpád fejedelem útja 31.,2. kerület
Baja Viola utca 2.,Baja
20. kerület Szent Erzsébet tér,20. kerület
8. kerület Vajdahunyad utca 10.,8. kerület
Szabadszállás Bács-Kiskun megye,Szabadszállás
4. kerület Perényi Zsigmond utca 9.,4. kerület
Lenti Kossuth út,Lenti
Hajdúnánás Kossuth utca 3.,Hajdúnánás
Kőszeg Gyöp utca 4.,Kőszeg
Tiszakécske Kerekdomb,Tiszakécske
16. kerület József utca 106.,16. kerület
6. kerület Bajza utca 54.,6. kerület
17. kerület Szárazhegy út 29/1,17. kerület
Regéc Fő út 4.,Regéc
Ajka Fő út,Ajka
2. kerület Pasaréti út 121-123.,2. kerület
Fehérgyarmat Kertváros út,Fehérgyarmat
2. kerület Forint utca 8.,2. kerület
Székesfehérvár Toronysor 2.,Székesfehérvár
7. kerület Csányi utca 9-11,7. kerület
6. kerület Eötvös utca 28.,6. kerület
Sátoraljaújhely Popelyás utca 15.,Sátoraljaújhely
Mályi Borsod-Abaúj-Zemplén megye,Mályi
Ózd Bulcsú utca,Ózd
Székesfehérvár Katica utca,Székesfehérvár
Gyöngyös Könyves Kálmán tér 11-12,Gyöngyös
Szombathely Szent Márton utca,Szombathely
5. kerület Papnövelde utca,5. kerület
1. kerület Sztehlo Gábor rakpart,1. kerület
Edelény Szentpéteri út 30.,Edelény
Kazincbarcika Patak utca,Kazincbarcika
Vecsés Hunyadi utca,Vecsés
Szada Petőfi utca,Szada
Szolnok Martinovics utca,Szolnok
2. kerület Hűvösvölgyi út 50.,2. kerület
Gödöllő Dózsa György út 31.,Gödöllő
Kaposvár Balázs János utca 21.,Kaposvár
Veszprém Szabadságpuszta,Veszprém
17. kerület Sági utca 7.,17. kerület
Nagykanizsa Felsőerdő utca,Nagykanizsa
Mosonmagyaróvár Tízház utca 7.,Mosonmagyaróvár
Balatonfüred Németh László utca,Balatonfüred
Újszentmargita Petőfi utca 54.,Újszentmargita
8. kerület Rozgonyi utca 2-6,8. kerület
2. kerület Nyúl utca 13/a,2. kerület
Sopron Fűzfa sor,Sopron
Eger Erdélyi Éva utca,Eger
13. kerület Danubio,13. kerület
12. kerület Zugligeti út 43.,12. kerület
Budaörs Naphegy,Budaörs
Szombathely Vasvári Pál utca 16.,Szombathely
Gyula Kossuth Lajos utca 5.,Gyula
Kecskemét Bem utca 17.,Kecskemét
9. kerület Szerkocsi utca,9. kerület
Miskolc Nagyavas Középső sor,Miskolc
Szentes Szent Imre herceg utca,Szentes
Barcs Bajcsy-Zsilinszky utca 37.,Barcs
Balajt Ady Endre út 21.,Balajt
Dabas Pest megye,Dabas
Lőkösháza Árpád utca,Lőkösháza
Eger Cifra hóstya,Eger
3. kerület Amfiteátrum utca 4.,3. kerület
5. kerület Magyar utca 12.,5. kerület
Pécs Kolozsvár utca 7623,Pécs
7. kerület Kertész utca 46.,7. kerület
1. kerület Csap utca,1. kerület
6. kerület Szondi utca 45.,6. kerület
13. kerület Tar utca,13. kerület
14. kerület Hungária körút 102.,14. kerület
Győr Tábor utca 34.,Győr
Siklós Köztársaság tér 1/a,Siklós
14. kerület Alsórákos – Mogyoródi–Jerney úti lakótelep,14. kerület
15. kerület Palotás utca,15. kerület
Dunaújváros Váci Mihály utca,Dunaújváros
3. kerület Jablonka út,3. kerület
3. kerület Lajos utca 49.,3. kerület
Kecskemét Szeleifalu,Kecskemét
Budaörs Átlós utca,Budaörs
Miskolc Könyves Kálmán utca 29.,Miskolc
8. kerület Delej utca 51.,8. kerület
Szeged Klauzál tér 7.,Szeged
Makó Bajza utca 33.,Makó
11. kerület Sasadi út 119.,11. kerület
Szeged Alkony utca,Szeged
Bátonyterenye Csentei út,Bátonyterenye
Gárdony Gallér utca,Gárdony
18. kerület Dolgozó út 8/C,18. kerület
22. kerület Honfoglalás út,22. kerület
22. kerület György utca,22. kerület
Gyöngyöshalász Atkári út,Gyöngyös
Tiszaújváros Árpád út 36.,Tiszaújváros
Szabadszállás Mátyás király tér,Szabadszállás
Hajdúnánás Bocskai utca 63-65.,Hajdúnánás
Balatonszemes Semmelweis utca,Balatonszemes
Balatonfüred Kistói utca,Balatonfüred
Miskolc Perczel Mór utca 48.,Miskolc
Baja Duna utca,Baja
Balatonfüred Bartók Béla utca,Balatonfüred
Bonyhád Fáy lakótelep 12.,Bonyhád
Szeged Pósz Jenő utca,Szeged
Miskolc Kilencedik utca,Miskolc
Tornyiszentmiklós Kossuth Lajos utca 80.,Tornyiszentmiklós
8. kerület Diószegi Sámuel utca 34.,8. kerület
20. kerület Kossuth Lajos utca 31.,20. kerület
Szeged Fél utca,Szeged
Göd Cserfa utca,Göd
19. kerület Madarassy László utca 19.,19. kerület
Veresegyház Budapesti utca,Veresegyház
Csorna Köztársaság utca 36.,Csorna
Nagycsepely Somogy megye,Nagycsepely
Siófok Balatonkiliti,Siófok
1. kerület Krisztina tér,1. kerület
Siófok Levendula utca,Siófok
Dunaharaszti Millenniumtelep,Dunaharaszti
Kecskemét Teleki László utca,Kecskemét
Siófok Szent István sétány,Siófok
14. kerület Zoborhegy tér,14. kerület
Komló Anna akna,Komló
Sopron Béke út,Sopron
6. kerület Andrássy út 68.,6. kerület
Zalaegerszeg Pázmány Péter utca,Zalaegerszeg
16. kerület Csipkés köz,16. kerület
10. kerület Agyagfejtő utca,10. kerület
6. kerület Teréz körút 18.,6. kerület
14. kerület Limanova köz,14. kerület
Nyíregyháza Kállói út 4.,Nyíregyháza
Érd Györgyliget,Érd
Dunaújváros Köztársaság út,Dunaújváros
Szeged Vág utca,Szeged
20. kerület Helsinki út 34-35.,20. kerület
6. kerület Szófia utca 15.,6. kerület
14. kerület Zsálya utca,14. kerület
Szentlőrinc Hunyadi János utca,Szentlőrinc
20. kerület Károly utca,20. kerület
Monorierdő Pest megye,Monor
Kaposvár Bárczi Gusztáv utca 4.,Kaposvár
Gyömrő Annahegyi utca,Gyömrő
Miskolc Törökverő utca,Miskolc
Szentgotthárd Tótfalusi út,Szentgotthárd
Polgárdi Május 1. lakótelep,Polgárdi
2. kerület Pasaréti út 65/b,2. kerület
Gyöngyös Lokodi János utca,Gyöngyös
Nagykanizsa Dózsa György utca 115.,Nagykanizsa
Szeged Mars tér,Szeged
Tiszavasvári Gyár utca,Tiszavasvári
Pécs Fazekas Mihály utca,Pécs
Nyíregyháza Debreceni út 16.,Nyíregyháza
Szigetszentmiklós Petőfi utca,Szigetszentmiklós
13. kerület Hollán Ernő utca 46.,13. kerület
13. kerület Lehel utca 49.,13. kerület
9. kerület Viola utca 10-14.,9. kerület
3. kerület Barátpatak utca,3. kerület
Dunakeszi Dr. Bayer Emil utca 6.,Dunakeszi
Eger Vörösmarty Mihály utca 1-3.,Eger
4. kerület Izzó utca 13.,4. kerület
Miskolc Füzes utca 48.,Miskolc
11. kerület Daróczi út 62.,11. kerület
9. kerület Ráday utca 41.,9. kerület
Szeged Batthyány utca,Szeged
11. kerület Kérő utca 10.,11. kerület
Sopron Erzsébet utca 5.,Sopron
Törökbálint Árpád utca 185/2,Törökbálint
Simontornya Mátyás utca 7.,Simontornya
12. kerület Szent Orbán tér,12. kerület
Szekszárd Újváros,Szekszárd
Nagyatád Széchenyi tér,Nagyatád
10. kerület Medveszőlő utca,10. kerület
Ózd Géza utca 2.,Ózd
